title,company,location,link
웹 서비스 및 모바일 앱의 UI 디자이너,브레싱스 주식회사 관심기업,서울 역삼동,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=ab91288ca5716c8b&from=serp&vjs=3
CAD/CAM 설계 직원 모집,에스에이치엘,대구 구지면,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=90a8a7f81e935ebe&from=serp&vjs=3
설계팀에서 일하실 캐드원(경력자)를 모집합니다. 월급 250만원 ~ 300만원,주식회사 게이트,김해 한림면,https://kr.indeed.com/%EC%B1%84%EC%9A%A9%EB%B3%B4%EA%B8%B0?jk=897b1c1bae04047b&from=serp&vjs=3
